conference;""year"";""program chair"";""affiliation""",,,,
"TCC;""2014"";""Yehuda Lindell"";""Bar-Ilan University"," Israel""",,,
"TCC;""2015"";""Yevgeniy Dodis"";""New York University"," USA""",,,
"TCC;""2015"";""Jesper Buus Nielsen"";""Aarhus University"," Denmark""",,,
"TCC;""2016"";""Eyal Kushilevitz"";""Technion"," Israel""",,,
"TCC;""2016"";""Tal Malkin"";""Columbia University"," USA""",,,
"TCC;""2017"";""Yael Kalai"";""Microsoft Research New England"," USA""",,,
"TCC;""2017"";""Leonid Reyzin"";""Boston University"," USA""",,,
"TCC;""2018"";""Amos Beimel"";""Ben-Gurion University"," Israel""",,,
"TCC;""2018"";""Stefan Dziembowski"";""University of Warsaw"," Poland""",,,
"USS;""1993"";""Bill Cheswick"";""AT&T Bell Laboratories""",,,,
"USS;""1995"";""Frederick M. Avolio"";""Trusted Information Systems"," Inc.""",,,
"USS;""1995"";""Steven M. Bellovin"";""AT&T Bell Laboratories""",,,,
"USS;""1998"";""Avi Rubin"";""AT&T Labs - Research""",,,,
"USS;""1999"";""Win Treese"";""Open Market"," Inc.""",,,
"USS;""2000"";""Steven Bellovin"";""AT&T Labs--Research""",,,,
"USS;""2000"";""Greg Rose"";""QUALCOMM Australia""",,,,
"USS;""2001"";""Dan S. Wallach"";""Rice University""",,,,
"USS;""2002"";""Dan Boneh"";""Stanford University""",,,,
"USS;""2003"";""Vern Paxson"";""International Computer Science Institute""",,,,
"USS;""2004"";""Matt Blaze"";""University of Pennsylvania""",,,,
"USS;""2005"";""Patrick McDaniel"";""Pennsylvania State University""",,,,
"USS;""2006"";""Angelos D. Keromytis"";""Columbia University""",,,,
"USS;""2007"";""Niels Provos"";""Google Inc.""",,,,
"USS;""2008"";""Paul Van Oorschot"";""Carleton University""",,,,
"USS;""2009"";""Fabian Monrose"";""University of North Carolina"," Chapel Hill""",,,
"USS;""2010"";""Ian Goldberg"";""University of Waterloo""",,,,
"USS;""2011"";""David Wagner"";""University of California"," Berkeley""",,,
"USS;""2012"";""Tadayoshi Kohno"";""University of Washington""",,,,
"USS;""2013"";""Sam King"";""University of Illinois and Adrenaline Mobility""",,,,
"USS;""2014"";""Kevin Fu"";""University of Michigan""",,,,
"USS;""2014"";""Jaeyeon Jung"";""Microsoft Research""",,,,
"USS;""2015"";""Jaeyeon Jung"";""Microsoft Research""",,,,
"USS;""2015"";""Thorsten Holz"";""Ruhr-Universität Bochum""",,,,
"USS;""2016"";""Thorsten Holz"";""Ruhr-Universtät Bochum""",,,,
"USS;""2016"";""Stefan Savage"";""University of California"," San Diego""",,,
"USS;""2017"";""Engin Kirda"";""Northeastern University""",,,,
"USS;""2017"";""Thomas Ristenpart"";""Cornell Tech""",,,,
"USS;""2018"";""William Enck"";""North Carolina State University""",,,,
"USS;""2018"";""Adrienne Porter Felt"";""Google""",,,,
"KBSE;""1991"";""Peter G. Selfridge"";""AT&T Bell Laboratories"," Murray Hill""",,,
"KBSE;""1993"";""Mehdi Harandi"";""University of Illinois""",,,,
"KBSE;""1994"";""Richard Jullig"";""Kestrel Institute""",,,,
"KBSE;""1995"";""Dottie Setliff"";""University of Pittsburgh""",,,,
"KBSE;""1996"";""Chris Welty"";""Vassar College""",,,,
"KBSE;""1997"";""Michael Lowry"";""NASA Ames Research Center""",,,,
"KBSE;""1997"";""Yves Ledru"";""Laboratoire Logiciels"," Systemes et Reseaux - IMAG""",,,
"KBSE;""1998"";""David F. Redmiles"";""University of Califorina""",,,,
"KBSE;""1998"";""Bashar Nuseibeh"";""Imperial College of Science"," Technology & Medicine""",,,
"KBSE;""1999"";""Robert J. Hall"";""AT&T Labs Research""",,,,
"KBSE;""1999"";""Ernst Tyugu"";""Kungliga Tekniska Hoegskolan""",,,,
"KBSE;""2000"";""Perry Alexander"";""ITTC/ The University of Kansas""",,,,
"KBSE;""2000"";""Pierre Flener"";""Uppsala University""",,,,
"KBSE;""2001"";""Martin S. Feather"";""California Institute of Technology""",,,,
"KBSE;""2001"";""Michael Goedicke"";""Univ of Essen""",,,,
"KBSE;""2002"";""Wolfgang Emmerich"";""University College London""",,,,
"KBSE;""2002"";""David Wile"";""Teknowledge Corp.""",,,,
"KBSE;""2003"";""John Grundy"";""University of Auckland""",,,,
"KBSE;""2003"";""John Penix"";""NASA Ames Research Center""",,,,
"KBSE;""2004"";""Virginie Wiels"";""ONERA"," France""",,,
"KBSE;""2004"";""Kurt Stirewalt"";""Michigan State University"," USA""",,,
"KBSE;""2005"";""Thomas Ellman"";""Vassar College"," USA""",,,
"KBSE;""2005"";""Andrea Zisman"";""City University"," UK""",,,
"KBSE;""2006"";""Sebastián Uchitel"";""Imperial College London"," UK""",,,
"KBSE;""2006"";""Steve Easterbrook"";""University of Toronto"," Canada""",,,
"KBSE;""2007"";""Alexander Egyed"";",,,,
"KBSE;""2007"";""Bernd Fischer 0002"";",,,,
"KBSE;""2008"";""Andrew Ireland"";""Heriot-Watt University""",,,,
"KBSE;""2008"";""Willem Visser"";""SEVEN Networks""",,,,
"KBSE;""2009"";""Gabriele Taentzer"";""Philipps-Universität Marburg"," Germany""",,,
"KBSE;""2009"";""Mats Heimdahl"";""University of Minnesota"," USA""",,,
"KBSE;""2010"";""James H. Andrews"";""University of Western Ontario""",,,,
"KBSE;""2010"";""Elisabetta Di Nitto"";""Politecnico di Milano""",,,,
"KBSE;""2011"";""Corina Pasareanu"";""Nasa AMES""",,,,
"KBSE;""2011"";""John Hosking"";""University of Auckland""",,,,
"KBSE;""2012"";""Tim Menzies"";""West Virginia University"," United States""",,,
"KBSE;""2012"";""Motoshi Saeki"";""Tokyo Institute of Technology"," Japan""",,,
"KBSE;""2013"";""Tevfik Bultan"";""University of California""",,,,
"KBSE;""2013"";""Andreas Zeller"";""Saarland University""",,,,
"KBSE;""2014"";""Marsha Chechik"";""University of Toronto""",,,,
"KBSE;""2014"";""Paul Grünbacher"";""Johannes Kepler Universität""",,,,
"KBSE;""2015"";""Lars Grunske"";""University of Stuttgart"," Germany""",,,
"KBSE;""2015"";""Michael Whalen"";""University of Minnesota"," USA""",,,
"KBSE;""2016"";""Sven Apel"";""University of Passau""",,,,
"KBSE;""2016"";""Sarfraz Khurshid"";""University of Texas at Austin""",,,,
"KBSE;""2017"";""Massimiliano Di Penta"";""University of Sannio"," Italy""",,,
"KBSE;""2017"";""Tien N. Nguyen"";""University of Texas at Dallas"," USA""",,,
"KBSE;""2018"";""Christian Kästner"";""Carnegie Mellon University"," USA""",,,
"KBSE;""2018"";""Gordon Fraser"";""University of Passau"," Germany""",,,
"SIGSOFT"";""1993"";""Ian Sommerville"";""Lancaster University"," UK""",,,
"SIGSOFT"";""1995"";""Wilhelm Schäfer"";""Universitat-GH Paderborn"," Germany""",,,
"SIGSOFT"";""1998"";""Bill Scherlis"";""Carnegie Mellon University"," USA""",,,
"SIGSOFT"";""2000"";""David S. Rosenblum"";""University of California"," Irvine""",,,
"SIGSOFT"";""2002"";""Matthew B. Dwyer"";""Univeristy of Nebraska-Lincoln"," USA""",,,
"SIGSOFT"";""2003"";""Paola Inverardi"";""University of L'Aquila""",,,,
"SIGSOFT"";""2004"";""Matthew B. Dwyer"";""Univeristy of Nebraska-Lincoln"," USA""",,,
"SIGSOFT"";""2005"";""Harald Gall"";""University of Zurich"," Switzerland""",,,
"SIGSOFT"";""2006"";""Premkumar Devanbu"";""UniversityC. Davis""",,,,
"SIGSOFT"";""2007"";""Antonia Bertolino"";""ISTI-CNR"," Italy""",,,
"SIGSOFT"";""2008"";""Gail Murphy"";""University of British Columbia"," Canada""",,,
"SIGSOFT"";""2009"";""Valerie Issarny"";""INRIA"," France""",,,
"SIGSOFT"";""2010"";""André van der Hoek"";""University of California"," Irvine""",,,
"SIGSOFT"";""2011"";""Andreas Zeller"";""Saarland University"," Germany""",,,
"SIGSOFT"";""2012"";""Martin Robillard"";""McGill University""",,,,
"SIGSOFT"";""2012"";""Tevfik Bultan"";""University of California"," Santa Barbara""",,,
"SIGSOFT"";""2013"";""Luciano Baresi"";""Politecnico di Milano"," Italy""",,,
"SIGSOFT"";""2013"";""Mira Mezini"";""TU Darmstadt"," Germany""",,,
"SIGSOFT"";""2014"";""Alessandro Orso"";""Georgia Institute of Technology""",,,,
 SIGSOFT"";""2014"";""Margaret-Anne Storey"";""University of Victoria""",,,,
"SIGSOFT"";""2015"";""Mark Harman"";""University College London"," UK""",,,
"SIGSOFT"";""2015"";""Patrick Heymans"";""University of Namur"," Belgium""",,,
"SIGSOFT"";""2016"";""Jane Cleland-Huang"";""University of Notre Dame"," USA""",,,
"SIGSOFT"";""2016"";""Zhendong Su"";""University of California", Davis," USA""",,
"SIGSOFT"";""2017"";""Arie van Deursen"";""Delft University of Technology"," The Netherlands""",,,
"SIGSOFT"";""2017"";""Andrea Zisman"";""The Open University"," UK""",,,
"SIGSOFT"";""2018"";""Corina Pasareanu"";""Nasa AMES""",,,,
"SIGSOFT"";""2018"";""Alessandro Garcia"";""PUC-Rio""",,,,
"ICFP;""1996"";""R. Kent Dybvig"";""Indiana University""",,,,
"ICFP;""1997"";""Mads Tofte"";""DIKU"," Denmark""",,,
"ICFP;""1998"";""Paul Hudak"";""Yale University""",,,,
"ICFP;""1998"";""Christian Queinnec"";""Université Paris 6""",,,,
"ICFP;""1999"";""Peter Lee"";""Carnegie Mellon University""",,,,
"ICFP;""2000"";""Philip Wadler"";""Bell Labs"," Lucent Technologies""",,,
"ICFP;""2001"";""Xavier Leroy"";""INRIA Rocquencourt""",,,,
"ICFP;""2002"";""Simon Peyton Jones"";""Microsoft Research""",,,,
"ICFP;""2003"";""Olin Shivers"";""Georgia Institute of Technology"," USA""",,,
"ICFP;""2004"";""Kathleen Fisher"";""AT&T"," Labs Research""",,,
"ICFP;""2005"";""Benjamin Pierce"";""University of Pennsylvania""",,,,
"ICFP;""2006"";""Julia Lawall"";""DIKU""",,,,
"ICFP;""2007"";""Norman Ramsey"";""Harvard University""",,,,
"ICFP;""2008"";""Peter Thiemann"";""Universität Freiburg""",,,,
"ICFP;""2009"";""Andrew Tolmach"";""Portland State University""",,,,
"ICFP;""2010"";""Stephanie Weirich"";""University of Pennsylvania""",,,,
"ICFP;""2011"";""Olivier Danvy"";""Aarhus University""",,,,
"ICFP;""2012"";""Robby Findler"";""Northwestern University""",,,,
"ICFP;""2013"";""Tarmo Uustalu"";""Institute of Cybernetics""",,,,
"ICFP;""2014"";""Manuel Chakravarty"";""University of New South Wales""",,,,
"ICFP;""2015"";""John Reppy"";""University of Chicago""",,,,
"ICFP;""2016"";""Eijiro Sumii"";""Tokohu University""",,,,
"ICSE;""1976"";""C.V. Ramamoorthy"";""University of California", Berkeley," USA""",,
"ICSE;""1978"";""Laszlo Belady"";""IBM Corporation"," USA""",,,
"ICSE;""1979"";""Manny M. Lehman"";""Imperial College", London," UK""",,
"ICSE;""1979"";""Leon G. Stucki"";""Boeing Computer Services Company"," USA""",,,
"ICSE;""1981"";""Leon G. Stucki"";""Boeing Computer Services Company"," USA""",,,
"ICSE;""1982"";""Victor R. Basili"";""University of Maryland"," USA""",,,
"ICSE;""1982"";""Hajime Enomoto"";""Japan""",,,,
"ICSE;""1984"";""William E. Howden"";""University of California", San Diego," USA""",,
"ICSE;""1984"";""Jean-Claude Rault"";""Agence de l'Informatique", Paris," France""",,
"ICSE;""1985"";""Barry Boehm"";""TRW"," USA""",,,
"ICSE;""1985"";""Horst Hünke"";""Commission of the European Communities"," Belgium""",,,
"ICSE;""1987"";""Robert Balzer"";""USC Information Sciences Institute"," USA""",,,
"ICSE;""1987"";""Kouichi Kishida"";""Software Research Associates", Inc.," USA""",,
"ICSE;""1988"";""Larry Druffel"";""Carnegie Mellon Software Engineering Institute", SEI," USA""",,
"ICSE;""1988"";""Bertrand Meyer"";""Interactive Software Engineering", Inc.," USA""",,
"ICSE;""1989"";""Dines Bjørner"";""Dansk Datamatik Center"," Denmark""",,,
"ICSE;""1989"";""Richard Fairley"";""George Mason University"," USAPC""",,,
"ICSE;""1990"";""Peter A. Freeman"";""George Mason University", USA/University of California, Irvine," USA""",
"ICSE;""1990"";""Marie-Claude Gaudel"";""LRI-Université de Paris-Sud"," France""",,,
"ICSE;""1991"";""David Barstow"";""Schlumberger Laboratory for Computer Science"," USA""",,,
"ICSE;""1991"";""Koji Torii"";""Osaka University"," Japan""",,,
"ICSE;""1992"";""Lori Clarke"";""University of Massachusetts", Amherst," USA""",,
"ICSE;""1992"";""Carlo Ghezzi"";""Politecnico di Milano"," Italy""",,,
"ICSE;""1993"";""Richard DeMillo"";""Purdue University"," USA""",,,
"ICSE;""1993"";""Takuya Katayama"";""Tokyo Institute of Technology"," Japan""",,,
"ICSE;""1994"";""Leon Osterweil"";""University of Massachusetts", Amherst," USA""",,
"ICSE;""1994"";""Axel van Lamsweerde"";""Université Catholique de Louvain"," Belgium""",,,
"ICSE;""1995"";""Ross Jeffrey"";""University of New South Wales"," Australia""",,,
"ICSE;""1995"";""David Notkin"";""University of Washington"," USA""",,,
"ICSE;""1996"";""Tom Maibaum"";""Imperial College", London," UK""",,
"ICSE;""1996"";""Marvin V. Zelkowitz"";""University of Maryland"," USA""",,,
"ICSE;""1997"";""Alfonso Fuggetta"";""Politecnico di Milano"," Italy""",,,
"ICSE;""1997"";""Richard N. Taylor"";""University of California", Irvine," USA""",,
"ICSE;""1997"";""Anthony I. Wasserman"";""Software Methods and Tools"," USA""",,,
"ICSE;""1998"";""Kokichi Futatsugi"";""JAIST"," Japan""",,,
"ICSE;""1998"";""Richard Kemmerer"";""University California", Santa Barbara," USA""",,
"ICSE;""1999"";""David Garlan"";""Carnegie Mellon University"," USA""",,,
"ICSE;""1999"";""Jeff Kramer"";""Imperial College", London," UK""",,
"ICSE;""2000"";""Mehdi Jazayeri"";""Technical University of Vienna"," Austria""",,,
"ICSE;""2000"";""Alexander L. Wolf"";""University of Colorado at Boulder"," USA""",,,
"ICSE;""2001"";""Mary Jean Harrold"";""Georgia Institute of Technology"," USA""",,,
"ICSE;""2001"";""Wilhelm Schäfer"";""University of Paderborn"," Germany""",,,
"ICSE;""2002"";""Michal Young"";""University of Oregon"," USA""",,,
"ICSE;""2002"";""Jeff Magee"";""Imperial College", London," UK""",,
"ICSE;""2003"";""Laura K. Dillon"";""Michigan State University"," USA""",,,
"ICSE;""2003"";""Walter Tichy"";""University of Karlsruhe"," Germany""",,,
"ICSE;""2004"";""Jacky Estublier"";""Université Grenoble"," France""",,,
"ICSE;""2004"";""David S. Rosenblum"";""University College London"," UK""",,,
"ICSE;""2005"";""William Griswold"";""University of California", San Diego," USA""",,
"ICSE;""2005"";""Bashar Nuseibeh"";""The Open University"," UK""",,,
"ICSE;""2006"";""H. Dieter Rombach"";""Fraunhofer Institute for Experimental Software Engineering", IESE," Germany""",,
"ICSE;""2006"";""Mary Lou Soffa"";""University of Virginia"," USA""",,,
"ICSE;""2007"";""Wolfgang Emmerich"";""University College London"," UK""",,,
"ICSE;""2007"";""Gregg Rothermel"";""University of Nebraska", Lincoln," USA""",,
"ICSE;""2008"";""Matthew Dwyer"";""University of Nebraska", Lincoln," USA""",,
"ICSE;""2008"";""Volker Gruhn"";""Universität Leipzig"," Germany""",,,
"ICSE;""2009"";""Jo Atlee"";""University of Waterloo"," Canada""",,,
"ICSE;""2009"";""Paola Inverardi"";""University of L'Aquila"," Italy""",,,
"ICSE;""2010"";""Prem Devanbu"";""University of California", Davis," USA""",,
"ICSE;""2010"";""Sebastián Uchitel"";""Imperial College", London," UK""",,
"ICSE;""2011"";""Harald Gall"";""University of Zürich"," Switzerland""",,,
"ICSE;""2011"";""Nenad Medvidovic"";""University of Southern California"," USA""",,,
"ICSE;""2012"";""Gail Murphy"";""University of British Columbia"," Canada""",,,
"ICSE;""2012"";""Mauro Pezzè"";""University of Lugano", Switzerland and University of Milano Bicocca," Italy""",,
"ICSE;""2013"";""Betty H. C. Cheng"";""Michigan State University"," USA""",,,
"ICSE;""2013"";""Klaus Pohl"";""University of Duisburg-Essen"," Germany""",,,
"ICSE;""2014"";""Lionel C. Briand"";""Simula Research Laboratory""",,,,
"ICSE;""2014"";""André van der Hoek"";""University of California", Irvine," USA""",,
"ICSE;""2015"";""Gerardo Canfora"";""University of Sannio"," Italy""",,,
"ICSE;""2015"";""Sebastian Elbaum"";""University of Nebraska", Lincoln," USA""",,
"ICSE;""2016"";""Willem Visser"";""University of Stellenbosch"," South Africa""",,,
"ICSE;""2016"";""Laurie Williams"";""North Carolina State University"," USA""",,,
"ICSE;""2017"";""Alessandro Orso"";""Georgia Institute of Technology"," USA""",,,
"ICSE;""2017"";""Martin Robillard"";""McGill University"," Canada""",,,
"ICSE;""2018"";""Marsha Chechik"";""University of Toronto"," Canada""",,,
"ICSE;""2018"";""Mark Harman"";""University College London"," UK""",,,
"ICSM;""1996"";""Shawn A. Bohner"";""Mitretek Systems"," USA""",,,
"ICSM;""1996"";""Aniello Cimitile"";""University of Naples"," Italy""",,,
"ICSM;""1997"";""Mary Jean Harrold"";""The Ohio State University"," USA""",,,
"ICSM;""1997"";""Giuseppe Visaggio"";""Universita' di Bari"," ITALY""",,,
"ICSM;""1998"";""Taghi M. Khoshgoftaar"";""Florida Atlantic University"," USA""",,,
"ICSM;""1998"";""Keith Bennett"";""University of Durham"," UK""",,,
"ICSM;""1999"";""Hongji Yang"";""De Montfort University"," UK""",,,
"ICSM;""1999"";""Lee White"";""Case Western Reserve University"," USA""",,,
"ICSM;""2000"";""Lionel C. Briand"";""Carleton University"," Canada""",,,
"ICSM;""2000"";""Jeffrey M. Voas"";""Reliable Software Technologies"," USA""",,,
"ICSM;""2001"";""Gerardo Canfora"";""University of Sannio"," Italy""",,,
"ICSM;""2001"";""Anneliese Amschler Andrews"";""Colorado State University"," USA""",,,
"ICSM;""2002"";""Giuliano Antoniol"";""University of Sannio"," Italy""",,,
"ICSM;""2002"";""Ira D. Baxter"";""Semantic Designs"," USA""",,,
"ICSM;""2003"";""Shari Lawrence Pfleeger"";""Rand Corporation", Washington DC," USA""",,
"ICSM;""2003"";""Chris Verhoef"";""Vrije Universiteit", Amsterdam," The Netherlands""",,
"ICSM;""2004"";""Mark Harman"";""Brunel University"," UK""",,,
"ICSM;""2004"";""Bogdan Korel"";""Illinois Institute of Technology"," USA""",,,
"ICSM;""2005"";""Tibor Gyimóthy"";""University of Szeged"," Hungary""",,,
"ICSM;""2005"";""Vaclav Rajlich"";""Wayne State University"," USA""",,,
"ICSM;""2006"";""Rainer Koschke"";""University of Bremen"," Germany""",,,
"ICSM;""2006"";""David W. Binkley"";""Loyola College in Maryland"," USA""",,,
"ICSM;""2007"";""Ladan Tahvildari"";""University of Waterloo"," Canada""",,,
"ICSM;""2007"";""Gerardo Canfora"";""University of Sannio"," Italy""",,,
"ICSM;""2008"";""Hong Mei"";""Peking University"," China""",,,
"ICSM;""2008"";""Kenny Wong"";""University of Alberta"," Canada""",,,
"ICSM;""2009"";""Kostas Kontogiannis"";""National Technical University of Athens"," Greece""",,,
"ICSM;""2009"";""Tao Xie"";""North Carolina State University"," USA""",,,
"ICSM;""2010"";""Michele Lanza"";""University of Lugano"," Switzerland""",,,
"ICSM;""2010"";""Andrian Marcus"";""Wayne State University"," USA""",,,
"ICSM;""2011"";""James R. Cordy"";""Queen’s University", Kingston," Canada""",,
"ICSM;""2011"";""Paolo Tonella"";""Fondazione Bruno Kessler", Trento," Italy""",,
"ICSM;""2012"";""Massimiliano Di Penta"";""University of Sannio"," Italy""",,,
"ICSM;""2012"";""Jonathan I. Maletic"";""Kent State University"," USA""",,,
"ICSM;""2013"";""Tom Mens"";""University of Mons"," Belgium""",,,
"ICSM;""2013"";""Yann-Gaël Guéhéneuc"";""École Polytechnique de Montréal"," Canada""",,,
"ICSM;""2014"";""Leon Moonen"";""Simula"," Norway""",,,
"ICSM;""2014"";""Lori Pollock"";""University of Delaware"," USA""",,,
"ICSM;""2015"";""Jens Krinke"";""University College London"," UK""",,,
"ICSM;""2015"";""Martin Robillard"";""McGill University"," Canada""",,,
"ICSM;""2016"";""Bram Adams"";""École Polytechnique de Montréal"," Canada""",,,
"ICSM;""2016"";""Denys Poshyvanyk"";""College of William & Mary"," USA""",,,
"ICSM;""2017"";""Lu Zhang"";""Peking University"," China""",,,
"ICSM;""2017"";""Thomas Zimmermann"";""Microsoft Research"," USA""",,,
"ICSM;""2018"";""Foutse Khomh"";""Politechnique Montréal"," Canada""",,,
"ICSM;""2018"";""David Lo 0001"";""Singapore Management University"," Singapore""",,,
"OOPSLA;""1986"";""Daniel Ingalls"";",,,,
"OOPSLA;""1987"";""Jerry L. Archibald"";",,,,
"OOPSLA;""1988"";""Kurt Schmucker"";",,,,
"OOPSLA;""1989"";""Kent Beck"";",,,,
"OOPSLA;""1990"";""Akinori Yonezawa"";",,,,
"OOPSLA;""1991"";""Alan Snyder"";",,,,
"OOPSLA;""1992"";""Rebecca J. Wirfs-Brock"";",,,,
"OOPSLA;""1993"";""Ralph Johnson"";",,,,
"OOPSLA;""1994"";""J. Eliot B. Moss"";",,,,
"OOPSLA;""1995"";""Mary Loomis"";",,,,
"OOPSLA;""1996"";""Jim Coplien"";""Bell Laboratories""",,,,
"OOPSLA;""1997"";""Toby Bloom"";""Engage Technologies"," Inc""",,,
"OOPSLA;""1998"";""Craig Chambers"";""University of Washington""",,,,
"OOPSLA;""1999"";""Linda Northrop"";""Carnegie Mellon University""",,,,
"OOPSLA;""2000"";""Doug Lea"";""SUNY Oswego""",,,,
"OOPSLA;""2001"";""John Vlissides"";""IBM T.J. Watson Research Center""",,,,
"OOPSLA;""2002"";""Satoshi Matsuoka"";""Tokyo Institute of Technology""",,,,
"OOPSLA;""2003"";""Guy L. Steele Jr."";""Sun Microsystems Laboratories""",,,,
"OOPSLA;""2004"";""Doug Schmidt"";""Vanderbilt""",,,,
"OOPSLA;""2005"";""Richard P. Gabriel"";""Sun Labs""",,,,
"OOPSLA;""2006"";""William R. Cook"";""University of Texas at Austin""",,,,
"OOPSLA;""2007"";""David Bacon"";",,,,
"OOPSLA;""2008"";""Gregor Kiczales"";",,,,
"OOPSLA;""2009"";""Gary Leavens"";""Univ. of Central Florida"," USA""",,,
"OOPSLA;""2010"";""Martin Rinard"";",,,,
"OOPSLA;""2011"";""Eelco Visser"";""Delft University of Technology"," The Netherlands""",,,
"OOPSLA;""2012"";""Matthew Dwyer"";""University of Nebraska", Lincoln," USA""",,
"OOPSLA;""2013"";""Cristina Videira Lopes"";""University of California"," Irvine""",,,
"OOPSLA;""2014"";""Todd Millstein"";""University of California"," Los Angeles""",,,
"OOPSLA;""2015"";""Patrick Eugster"";""Purdue University"," USA""",,,
"OOPSLA;""2016"";""Yannis Smaragdakis"";""University of Athens""",,,,
"OOPSLA;""2017"";""Jonathan Aldrich"";""Carnegie Mellon University"," USA""",,,
"OOPSLA;""2018"";""Manu Sridharan"";""Uber""",,,,
"PLDI;""1997"";""Ron K. Cytron"";""Washington University""",,,,
"PLDI;""1999"";""Benjamin Zorn"";""Microsoft Research""",,,,
"PLDI;""2000"";""Monica S. Lam"";""Stanford University""",,,,
"PLDI;""2002"";""Laurie J. Hendren"";""McGill University", Montreal," Canada""",,
"PLDI;""2003"";""Rajiv Gupta"";""University of Arizona""",,,,
"PLDI;""2004"";""Craig Chambers"";""University of Washington""",,,,
"PLDI;""2005"";""Mary Hall"";""USC Information Sciences Institute""",,,,
"PLDI;""2006"";""Thomas Ball"";""Microsoft Research""",,,,
"PLDI;""2007"";""Kathryn S McKinley"";""University of Texas at Austin""",,,,
"PLDI;""2008"";""Saman Amarasinghe"";""MIT""",,,,
"PLDI;""2009"";""Amer Diwan"";""University of Colorado at Boulder""",,,,
"PLDI;""2010"";""Alex Aiken"";""Stanford University""",,,,
"PLDI;""2011"";""David Padua"";""UIUC""",,,,
"PLDI;""2012"";""Frank Tip"";""IBM T.J. Watson Research Center""",,,,
"PLDI;""2013"";""Cormac Flanagan"";""University of California"," Santa Cruz""",,,
"PLDI;""2014"";""Keshav Pingali"";""University of Texas"," Austin""",,,
"PLDI;""2015"";""Stephen M. Blackburn"";""Australian National University""",,,,
"PLDI;""2016"";""Emery Berger"";""University of Massachusetts"," Amherst""",,,
"PLDI;""2017"";""Martin Vechev"";""DeepCode and ETH Zürich""",,,,
"PLDI;""2018"";""Dan Grossman"";""University of Washington""",,,,
"POPL;""1973"";""Jeffrey D. Ullma"";""Princeton University"," Princeton""",,,
"POPL;""1975"";""John C. Reynolds"";""Syracuse University", Syracuse," NY""",,
"POPL;""1977"";""Ravi Sethi"";""Bell Laboratories", Murray Hill," New Jersey""",,
"POPL;""1978"";""Thomas G. Szymanski"";""Princeton University", Princeton," New Jersey""",,
"POPL;""1979"";""Barry K. Rosen"";""IBM Thomas J. Watson Research Center", Yorktown Heights," NY""",,
"POPL;""1980"";""Stephen Bourne"";""Bell Laboratories", Murray Hill," NJ""",,
"POPL;""1981"";""Patricia C. Goldberg"";""IBM Thomas J. Watson Research Center", Yorktown Heights," NY""",,
"POPL;""1983"";""Alan Demers"";""Cornell University", Ithaca," NY""",,
"POPL;""1983"";""Tim Teitelbaum"";""Cornell University", Ithaca," NY""",,
"POPL;""1997"";""Neil D. Jones"";""Univ. Copenhagen""",,,,
"POPL;""1998"";""Luca Cardelli"";""Microsoft Research Limited""",,,,
"POPL;""1999"";""Alex Aiken"";""University of California"," Berkeley""",,,
"POPL;""2000"";""Thomas W. Reps"";""University of Wisconsin""",,,,
"POPL;""2001"";""Hanne Riis Nielson"";""Aarhus University and Saarland University""",,,,
"POPL;""2002"";""John Mitchell"";""Stanford University""",,,,
"POPL;""2003"";""J. Gregory Morrisett"";""Cornell University""",,,,
"POPL;""2004"";""Xavier Leroy"";""INRIA Rocquencourt""",,,,
"POPL;""2005"";""Martín Abadi"";""University of California"," Santa Cruz""",,,
"POPL;""2006"";""Simon Peyton Jones"";""Microsoft Research Ltd""",,,,
"POPL;""2007"";""Matthias Felleisen"";""College of Computer Science""",,,,
"POPL;""2008"";""Philip Wadler"";""University of Edinburgh""",,,,
"POPL;""2009"";""Benjamin C. Pierce"";""University of Pennsylvania""",,,,
"POPL;""2010"";""Jens Palsberg"";""UCLA""",,,,
"POPL;""2011"";""Mooly Sagiv"";""Tel-Aviv University""",,,,
"POPL;""2012"";""Michael W. Hicks"";""University of Maryland""",,,,
"POPL;""2013"";""Radhia Cousot"";""CNRS & ÉNS & INRIA"," France""",,,
"POPL;""2014"";""Peter Sewell"";""University of Cambridge"," UK""",,,
"POPL;""2015"";""David Walker"";""Princeton University""",,,,
"POPL;""2016"";""Rupak Majumdar"";""MPI-SWS""",,,,
"POPL;""2017"";""Andrew D. Gordon"";""Microsoft Research and University of Edinburgh""",,,,
"SOSP;""1969"";""Edward G. Coffman"";""Princeton University""",,,,
"SOSP;""1971"";""Thomas H. Bredt"";",,,,
"SOSP;""1973"";""Peter Weiner"";",,,,
"SOSP;""1975"";""J. C. Browne"";",,,,
"SOSP;""1975"";""Juan Rodriguez-Rosell"";",,,,
"SOSP;""1977"";""Peter J. Denning"";",,,,
"SOSP;""1979"";""Anita K. Jones"";",,,,
"SOSP;""1981"";""David P. Reed"";""MIT""",,,,
"SOSP;""1983"";""Roy Levin"";""Xerox""",,,,
"SOSP;""1983"";""David Redell"";""Xerox""",,,,
"SOSP;""1985"";""Andrew Birrell"";""Digital Equipment Corporation""",,,,
"SOSP;""1985"";""David Cheriton"";""Stanford University""",,,,
"SOSP;""1987"";""Alfred Spector"";""Carnegie Mellon University""",,,,
"SOSP;""1989"";""John Ousterhout"";""University of California at Berkeley""",,,,
"SOSP;""1991"";""Edward D. Lazowska"";",,,,
"SOSP;""1993"";""Barbara Liskov"";""MIT""",,,,
